Time (s),Setpoint (deg),Motor Position (deg),Tension 1 (N),Tension 2 (N),Tension 3 (N),Heading (deg),Pitch (deg),Roll (deg),Quaternion W,Quaternion X,Quaternion Y,Quaternion Z,Gravity X,Gravity Y,Gravity Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0175923,0,0,0.0196,0,0,66.625,4.76392678854868,5.94180120446219,0.833852163828359,-0.0366233290606116,0.0558505768174327,-0.548068119392053,-0.51,-1.19,9.71
0.0434313,0,0,0.0196,0,0,66.625,4.76392678854868,5.94180120446219,0.833852163828359,-0.0366233290606116,0.0558505768174327,-0.548068119392053,-0.51,-1.19,9.71
0.0623969,0,0,0.0196,0,0,66.625,4.76392678854868,5.94180120446219,0.833852163828359,-0.0366233290606116,0.0558505768174327,-0.548068119392053,-0.51,-1.19,9.71
0.1624846,0,0,0.0294,0,0,66.625,4.76392678854868,5.94180120446219,0.833852163828359,-0.0366233290606116,0.0558505768174327,-0.548068119392053,-0.51,-1.19,9.71
0.1846148,0,0,0.0196,0,0,66.625,4.76392678854868,5.94180120446219,0.833852163828359,-0.0366233290606116,0.0558505768174327,-0.548068119392053,-0.51,-1.19,9.71
0.2043904,0,0,0.0196,0,0,66.625,4.76392678854868,5.94180120446219,0.833852163828359,-0.0366233290606116,0.0558505768174327,-0.548068119392053,-0.51,-1.19,9.71
0.3083292,0,0,0.0294,0,0,66.625,4.76392678854868,5.94180120446219,0.833852163828359,-0.0366233290606116,0.0558505768174327,-0.548068119392053,-0.51,-1.19,9.71
0.3264205,0,0,0.0196,0,0,66.625,4.76392678854868,5.94180120446219,0.833852163828359,-0.0366233290606116,0.0558505768174327,-0.548068119392053,-0.51,-1.19,9.71
0.4214173,0,0,0.0196,0,0,66.625,4.76392678854868,5.94180120446219,0.833852163828359,-0.0366233290606116,0.0558505768174327,-0.548068119392053,-0.51,-1.19,9.71
0.4373656,0,0,0.0196,0,0,66.625,4.76392678854868,5.94180120446219,0.833852163828359,-0.0366233290606116,0.0558505768174327,-0.548068119392053,-0.51,-1.19,9.71
0.5222978,0,0,0.0196,0,0,66.625,4.76392678854868,5.94180120446219,0.833852163828359,-0.0366233290606116,0.0558505768174327,-0.548068119392053,-0.51,-1.19,9.71
0.621421,0,0,0.0196,0,0,66.625,4.76392678854868,5.94180120446219,0.833852163828359,-0.0366233290606116,0.0558505768174327,-0.548068119392053,-0.51,-1.19,9.71
0.6403834,0,0,0.0196,0,0,66.625,4.76392678854868,5.94180120446219,0.833852163828359,-0.0366233290606116,0.0558505768174327,-0.548068119392053,-0.51,-1.19,9.71
0.6574081,0,0,0.0196,0,0,66.625,4.76392678854868,5.94180120446219,0.833852163828359,-0.0366233290606116,0.0558505768174327,-0.548068119392053,-0.51,-1.19,9.71
0.7543456,0,0,0.0196,0,0,66.625,4.76392678854868,5.94180120446219,0.833852163828359,-0.0366233290606116,0.0558505768174327,-0.548068119392053,-0.51,-1.19,9.71
0.7723241,0,0,0.0196,0,0,66.625,4.76392678854868,5.94180120446219,0.833852163828359,-0.0366233290606116,0.0558505768174327,-0.548068119392053,-0.51,-1.19,9.71
0.7874429,0,0,0.0196,0,0,66.625,4.76392678854868,5.94180120446219,0.833852163828359,-0.0366233290606116,0.0558505768174327,-0.548068119392053,-0.51,-1.19,9.71
0.8044174,0,0,0.0196,0,0,66.625,4.76392678854868,5.94180120446219,0.833852163828359,-0.0366233290606116,0.0558505768174327,-0.548068119392053,-0.51,-1.19,9.71
0.9034396,0,0,0.0196,0,0,66.625,4.76392678854868,5.94180120446219,0.833852163828359,-0.0366233290606116,0.0558505768174327,-0.548068119392053,-0.51,-1.19,9.71
0.9213205,0,0,0.0196,0,0,66.625,4.76392678854868,5.94180120446219,0.833852163828359,-0.0366233290606116,0.0558505768174327,-0.548068119392053,-0.51,-1.19,9.71
0.9374552,0,0,0.0196,0,0,66.625,4.76392678854868,5.94180120446219,0.833852163828359,-0.0366233290606116,0.0558505768174327,-0.548068119392053,-0.51,-1.19,9.71
1.0404368,0,0,0.0098,0,0,66.625,4.76392678854868,5.94180120446219,0.833852163828359,-0.0366233290606116,0.0558505768174327,-0.548068119392053,-0.51,-1.19,9.71
