Time (s),Setpoint (deg),Motor Position (deg),Tension 1 (N),Tension 2 (N),Tension 3 (N),Heading (deg),Pitch (deg),Roll (deg),Quaternion W,Quaternion X,Quaternion Y,Quaternion Z,Gravity X,Gravity Y,Gravity Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0151812,0,0.45,0.9702,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.037905145577733,0.0551181102362205,-0.543429164377709,-0.5,-1.2,9.71
0.0430178,0,0,0.9702,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.037905145577733,0.0551181102362205,-0.543429164377709,-0.5,-1.2,9.71
0.063925,0,0,0.9408,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.037905145577733,0.0551181102362205,-0.543429164377709,-0.5,-1.2,9.71
0.1718931,0,0,0.9212,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.037905145577733,0.0551181102362205,-0.543429164377709,-0.5,-1.2,9.71
0.193022,0,0,0.9114,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.037905145577733,0.0551181102362205,-0.543429164377709,-0.5,-1.2,9.71
0.214874,0,0,0.9114,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.037905145577733,0.0551181102362205,-0.543429164377709,-0.5,-1.2,9.71
0.3158806,0,0,0.9016,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.037905145577733,0.0551181102362205,-0.543429164377709,-0.5,-1.2,9.71
0.3378746,0,0,0.9016,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.037905145577733,0.0551181102362205,-0.543429164377709,-0.5,-1.2,9.71
0.4348654,0,0,0.8918,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.037905145577733,0.0551181102362205,-0.543429164377709,-0.5,-1.2,9.71
0.4508003,0,0,0.8918,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.037905145577733,0.0551181102362205,-0.543429164377709,-0.5,-1.2,9.71
0.4667918,0,0,0.8918,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.037905145577733,0.0551181102362205,-0.543429164377709,-0.5,-1.2,9.71
0.4818167,0,0,0.8918,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.037905145577733,0.0551181102362205,-0.543429164377709,-0.5,-1.2,9.71
0.4978025,0,0,0.8918,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.037905145577733,0.0551181102362205,-0.543429164377709,-0.5,-1.2,9.71
0.5137514,0,0,0.8918,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.037905145577733,0.0551181102362205,-0.543429164377709,-0.5,-1.2,9.71
0.5297435,0,0,0.8918,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.037905145577733,0.0551181102362205,-0.543429164377709,-0.5,-1.2,9.71
0.5467939,0,0,0.8918,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.037905145577733,0.0551181102362205,-0.543429164377709,-0.5,-1.2,9.71
0.5647521,0,0,0.8918,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.037905145577733,0.0551181102362205,-0.543429164377709,-0.5,-1.2,9.71
0.6729047,0,0,0.8918,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.037905145577733,0.0551181102362205,-0.543429164377709,-0.5,-1.2,9.71
0.6908924,0,0,0.8918,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.037905145577733,0.0551181102362205,-0.543429164377709,-0.5,-1.2,9.71
0.7057658,0,0,0.8918,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.037905145577733,0.0551181102362205,-0.543429164377709,-0.5,-1.2,9.71
0.7218973,0,0,0.8918,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.037905145577733,0.0551181102362205,-0.543429164377709,-0.5,-1.2,9.71
0.8228863,0,0,0.8918,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.0379661844595007,0.0551181102362205,-0.543429164377709,-0.5,-1.21,9.71
0.8419135,0,0,0.8918,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.0379661844595007,0.0551181102362205,-0.543429164377709,-0.5,-1.21,9.71
0.8569325,0,0,0.8918,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.0379661844595007,0.0551181102362205,-0.543429164377709,-0.5,-1.21,9.71
0.959985,0,0,0.9016,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.0379661844595007,0.0551181102362205,-0.543429164377709,-0.5,-1.21,9.71
0.980029,0,0,0.9016,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.0379661844595007,0.0551181102362205,-0.543429164377709,-0.5,-1.21,9.71
0.9992275,0,0,0.9016,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.0379661844595007,0.0551181102362205,-0.543429164377709,-0.5,-1.21,9.71
1.1288521,0,0,0.9212,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.0379661844595007,0.0551181102362205,-0.543429164377709,-0.5,-1.21,9.71
1.147786,0,0,0.9212,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.0379661844595007,0.0551181102362205,-0.543429164377709,-0.5,-1.21,9.71
1.1638702,0,0,0.9212,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.0379661844595007,0.0551181102362205,-0.543429164377709,-0.5,-1.21,9.71
1.2698597,0,0,0.931,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.0379661844595007,0.0551181102362205,-0.543429164377709,-0.5,-1.21,9.71
1.287968,0,0,0.931,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.0379661844595007,0.0551181102362205,-0.543429164377709,-0.5,-1.21,9.71
1.3050163,0,0,0.931,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.0379661844595007,0.0551181102362205,-0.543429164377709,-0.5,-1.21,9.71
1.4097441,0,0,0.9408,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.0379661844595007,0.0551181102362205,-0.543429164377709,-0.5,-1.21,9.71
1.4309365,0,0,0.9408,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.0379661844595007,0.0551181102362205,-0.543429164377709,-0.5,-1.21,9.71
1.4488706,0,0,0.9408,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.0379661844595007,0.0551181102362205,-0.543429164377709,-0.5,-1.21,9.71
1.553882,0,0,0.9506,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.0379661844595007,0.0551181102362205,-0.543429164377709,-0.5,-1.21,9.71
1.5718724,0,0,0.9506,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.0379661844595007,0.0551181102362205,-0.543429164377709,-0.5,-1.21,9.71
1.5870568,0,0,0.9506,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.0379661844595007,0.0551181102362205,-0.543429164377709,-0.5,-1.21,9.71
1.6899843,0,0,0.9506,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.0379661844595007,0.0551181102362205,-0.543429164377709,-0.5,-1.21,9.71
1.7088722,0,0,0.9506,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.0379661844595007,0.0551181102362205,-0.543429164377709,-0.5,-1.21,9.71
1.723869,0,0,0.9506,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.0379661844595007,0.0551181102362205,-0.543429164377709,-0.5,-1.21,9.71
1.7389409,0,0,0.9506,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.0379661844595007,0.0551181102362205,-0.543429164377709,-0.5,-1.21,9.71
1.8419285,0,0,0.9506,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.0379661844595007,0.0551181102362205,-0.543429164377709,-0.5,-1.21,9.71
1.8619381,0,0,0.9506,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.0379661844595007,0.0551181102362205,-0.543429164377709,-0.5,-1.21,9.71
1.8800227,0,0,0.9506,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.0379661844595007,0.0551181102362205,-0.543429164377709,-0.5,-1.21,9.71
2.0009617,0,0,0.9408,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.0379661844595007,0.0551181102362205,-0.543429164377709,-0.5,-1.21,9.71
2.0200003,0,0,0.9408,0,0,66,5.1681829962896,5.60664032793821,0.836843069034975,-0.0379661844595007,0.0551181102362205,-0.543429164377709,-0.5,-1.21,9.71
