Time (s),Setpoint (deg),Motor Position (deg),Tension 1 (N),Tension 2 (N),Tension 3 (N),Heading (deg),Pitch (deg),Roll (deg),Quaternion W,Quaternion X,Quaternion Y,Quaternion Z,Gravity X,Gravity Y,Gravity Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0162337,0,-0.45,0.9702,0,0,65.6875,4.23999395882428,5.37745129955945,0.838613196606238,-0.0304584020020753,0.0521272050296039,-0.541475920161143,-0.53,-1.05,9.73
0.0431939,0,0,0.9702,0,0,65.6875,4.23999395882428,5.37745129955945,0.838613196606238,-0.0304584020020753,0.0521272050296039,-0.541475920161143,-0.53,-1.05,9.73
0.1495049,0,0,0.9996,0,0,65.6875,4.23999395882428,5.37745129955945,0.838613196606238,-0.0304584020020753,0.0521272050296039,-0.541475920161143,-0.53,-1.05,9.73
0.1733919,0,0,0.9996,0,0,65.6875,4.23999395882428,5.37745129955945,0.838613196606238,-0.0304584020020753,0.0521272050296039,-0.541475920161143,-0.53,-1.05,9.73
0.1978809,0,0,0.9898,0,0,65.6875,4.23999395882428,5.37745129955945,0.838613196606238,-0.0304584020020753,0.0521272050296039,-0.541475920161143,-0.53,-1.05,9.73
0.3033164,0,0,0.9898,0,0,65.6875,4.23999395882428,5.37745129955945,0.838613196606238,-0.0304584020020753,0.0521272050296039,-0.541475920161143,-0.53,-1.05,9.73
0.3235106,0,0,0.9898,0,0,65.6875,4.23999395882428,5.37745129955945,0.838613196606238,-0.0304584020020753,0.0521272050296039,-0.541475920161143,-0.53,-1.05,9.73
0.3435251,0,0,0.9898,0,0,65.6875,4.23999395882428,5.37745129955945,0.838613196606238,-0.0304584020020753,0.0521272050296039,-0.541475920161143,-0.53,-1.05,9.73
0.4453849,0,0,0.9898,0,0,65.6875,4.23999395882428,5.37745129955945,0.838613196606238,-0.0304584020020753,0.0521272050296039,-0.541475920161143,-0.53,-1.05,9.73
0.468622,0,0,0.9898,0,0,65.6875,4.23999395882428,5.37745129955945,0.838613196606238,-0.0304584020020753,0.0521272050296039,-0.541475920161143,-0.53,-1.05,9.73
0.4862936,0,0,0.9898,0,0,65.6875,4.23999395882428,5.37745129955945,0.838613196606238,-0.0304584020020753,0.0521272050296039,-0.541475920161143,-0.53,-1.05,9.73
0.5853198,0,0,0.9898,0,0,65.6875,4.23999395882428,5.37745129955945,0.838613196606238,-0.0304584020020753,0.0521272050296039,-0.541475920161143,-0.53,-1.05,9.73
0.6083708,0,0,0.9898,0,0,65.6875,4.23999395882428,5.37745129955945,0.838613196606238,-0.0304584020020753,0.0521272050296039,-0.541475920161143,-0.53,-1.05,9.73
0.6275399,0,0,0.9996,0,0,65.6875,4.23999395882428,5.37745129955945,0.838613196606238,-0.0304584020020753,0.0521272050296039,-0.541475920161143,-0.53,-1.05,9.73
0.7253953,0,0,0.9996,0,0,65.6875,4.23999395882428,5.37745129955945,0.838613196606238,-0.0304584020020753,0.0521272050296039,-0.541475920161143,-0.53,-1.05,9.73
0.7476869,0,0,0.9996,0,0,65.6875,4.23999395882428,5.37745129955945,0.838613196606238,-0.0304584020020753,0.0521272050296039,-0.541475920161143,-0.53,-1.05,9.73
0.7685594,0,0,0.9996,0,0,65.6875,4.23999395882428,5.37745129955945,0.838613196606238,-0.0304584020020753,0.0521272050296039,-0.541475920161143,-0.53,-1.05,9.73
0.8853482,0,0,0.9996,0,0,65.6875,4.23999395882428,5.37745129955945,0.838613196606238,-0.0304584020020753,0.0521272050296039,-0.541475920161143,-0.53,-1.05,9.73
0.9064024,0,0,0.9996,0,0,65.6875,4.23999395882428,5.37745129955945,0.838613196606238,-0.0304584020020753,0.0521272050296039,-0.541475920161143,-0.53,-1.05,9.73
0.9235901,0,0,0.9996,0,0,65.6875,4.23999395882428,5.37745129955945,0.838613196606238,-0.0304584020020753,0.0521272050296039,-0.541475920161143,-0.53,-1.05,9.73
